pay_type,paperless_billing,payment_method,monthly_charges,total_charges,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target,type_serves,lifetime,renewals_count,months_until_payment,monthly_diff_percent,num_options
Month-to-month,No,Electronic check,77.8,1400.4,No,Yes,Yes,No,No,No,Female,0,No,No,No,0,combo_optic,549,18,0,0.0,2
Month-to-month,Yes,Electronic check,60.0,1200.0,No,Yes,No,No,No,Yes,Female,1,Yes,No,No,0,combo_dsl,610,20,0,0.0,2
Month-to-month,Yes,Bank transfer (automatic),48.65,243.25,No,No,No,Yes,No,No,Male,0,No,Yes,No,0,combo_dsl,153,5,0,0.0,1
Month-to-month,Yes,Electronic check,84.3,3877.8,No,No,Yes,Yes,No,No,Female,0,Yes,No,Yes,0,combo_optic,1401,46,0,0.0,3
Month-to-month,No,Bank transfer (automatic),98.15,5103.8,Yes,Yes,Yes,No,No,Yes,Female,0,Yes,Yes,Yes,0,combo_optic,1584,52,0,0.0,5
Two year,No,Electronic check,19.2,872.64,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,1371,1,3,0.99,0
One year,Yes,Mailed check,110.55,7627.95,Yes,No,Yes,Yes,Yes,Yes,Male,1,Yes,No,Yes,0,combo_optic,2102,5,3,0.0,6
One year,Yes,Bank transfer (automatic),104.8,4112.35,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,0,combo_optic,1095,3,0,9.0,5
Month-to-month,Yes,Bank transfer (automatic),74.05,651.64,No,No,Yes,No,No,No,Female,1,No,No,No,0,combo_optic,245,8,0,10.01,1
Month-to-month,Yes,Electronic check,69.7,139.4,No,No,No,No,No,No,Female,0,No,No,No,0,combo_optic,62,2,0,0.0,0
Month-to-month,No,Electronic check,56.15,291.98,No,No,Yes,Yes,No,No,Male,0,No,No,No,0,combo_dsl,153,5,0,4.01,2
Month-to-month,Yes,Electronic check,55.3,293.09,No,No,No,No,No,Yes,Female,0,No,No,No,0,combo_dsl,153,5,0,6.0,1
Month-to-month,Yes,Electronic check,105.05,4042.32,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,1,combo_optic,1126,37,0,4.0,5
Month-to-month,Yes,Electronic check,20.4,265.2,No,No,No,No,No,No,Male,0,No,No,No,0,phone,396,13,0,0.0,0
One year,No,Credit card (automatic),19.6,774.59,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,phone,1157,3,10,3.98,0
One year,Yes,Electronic check,103.95,6340.95,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,0,combo_optic,1857,5,11,0.0,5
Month-to-month,No,Bank transfer (automatic),20.25,409.05,No,No,No,No,No,No,Male,0,No,No,No,0,phone,610,20,0,0.99,0
Month-to-month,No,Electronic check,72.25,2860.38,Yes,No,Yes,Yes,Yes,No,Female,0,Yes,Yes,Yes,0,combo_dsl,1126,37,0,7.0,5
Month-to-month,No,Mailed check,57.65,1037.7,Yes,No,No,No,No,No,Female,0,No,Yes,Yes,0,combo_dsl,549,18,0,0.0,2
Two year,No,Mailed check,59.7,1455.49,No,Yes,No,Yes,No,No,Male,0,Yes,Yes,Yes,0,combo_dsl,702,0,1,6.0,3
Month-to-month,No,Bank transfer (automatic),69.7,139.4,No,No,No,No,No,No,Female,0,No,No,No,0,combo_optic,62,2,0,0.0,0
One year,Yes,Credit card (automatic),69.1,3178.6,No,No,Yes,Yes,No,Yes,Female,1,No,No,Yes,0,combo_dsl,1401,3,2,0.0,4
Month-to-month,No,Electronic check,35.75,572.0,No,No,Yes,Yes,No,No,Male,0,No,No,No,1,internet_dsl,486,16,0,0.0,2
Month-to-month,No,Electronic check,74.95,1124.25,No,Yes,No,No,No,No,Male,0,No,No,No,0,combo_optic,457,15,0,0.0,1
Month-to-month,Yes,Credit card (automatic),59.45,2163.98,Yes,Yes,No,No,No,No,Female,0,Yes,Yes,Yes,0,combo_dsl,1067,35,0,4.0,3
Month-to-month,No,Electronic check,74.4,796.08,No,No,Yes,No,No,No,Female,1,No,No,No,0,combo_optic,306,10,0,7.0,1
One year,Yes,Credit card (automatic),75.5,2363.91,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,No,No,0,combo_dsl,945,2,5,1.01,5
Month-to-month,Yes,Electronic check,69.8,352.49,No,No,No,No,No,No,Male,0,No,No,No,0,combo_optic,153,5,0,1.0,0
Month-to-month,Yes,Credit card (automatic),57.15,400.05,Yes,Yes,No,No,No,No,Female,1,No,No,No,1,combo_dsl,212,7,0,0.0,2
Month-to-month,No,Bank transfer (automatic),70.0,280.0,No,No,No,No,No,No,Female,0,No,No,No,0,combo_optic,123,4,0,0.0,0
Two year,Yes,Credit card (automatic),80.7,3550.8,Yes,No,No,No,No,No,Female,1,Yes,No,Yes,1,combo_optic,1341,1,4,0.0,2
Month-to-month,Yes,Electronic check,84.75,1813.65,No,No,No,No,Yes,No,Female,1,No,No,Yes,0,combo_optic,610,20,0,7.0,2
One year,No,Mailed check,20.25,850.5,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,1279,3,6,0.0,0
Two year,Yes,Bank transfer (automatic),25.95,467.1,No,No,No,No,No,No,Male,0,No,No,Yes,1,phone,549,0,6,0.0,1
Month-to-month,Yes,Electronic check,88.85,1759.23,No,No,No,Yes,Yes,No,Female,0,Yes,No,Yes,0,combo_optic,549,18,0,10.01,3
Month-to-month,Yes,Electronic check,54.8,712.4,No,Yes,Yes,No,No,No,Female,1,No,No,No,0,combo_dsl,396,13,0,0.0,2
One year,No,Credit card (automatic),80.45,3378.9,Yes,No,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,0,combo_dsl,1279,3,6,0.0,5
Month-to-month,No,Electronic check,101.1,3740.7,No,Yes,No,No,Yes,Yes,Female,0,Yes,No,Yes,1,combo_optic,1127,37,0,0.0,4
Month-to-month,Yes,Bank transfer (automatic),44.65,1160.9,Yes,Yes,No,No,No,Yes,Male,0,No,No,No,0,internet_dsl,792,26,0,0.0,3
One year,Yes,Electronic check,105.85,5715.9,Yes,Yes,No,Yes,Yes,Yes,Male,0,No,Yes,No,0,combo_optic,1645,4,6,0.0,5
Two year,Yes,Mailed check,24.6,1062.72,No,No,No,No,No,No,Male,0,No,No,Yes,0,phone,1218,1,8,8.01,1
Two year,Yes,Credit card (automatic),76.15,609.2,Yes,Yes,No,Yes,No,Yes,Male,0,Yes,Yes,Yes,0,combo_dsl,245,0,16,0.0,5
Month-to-month,No,Bank transfer (automatic),88.4,2276.3,No,Yes,Yes,No,No,Yes,Female,1,Yes,No,No,0,combo_optic,761,25,0,3.0,3
Month-to-month,Yes,Electronic check,80.2,243.01,No,No,No,No,Yes,No,Female,0,No,No,No,0,combo_optic,92,3,0,1.0,1
One year,Yes,Electronic check,19.05,800.1,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,phone,1279,3,6,0.0,0
One year,Yes,Mailed check,95.15,4901.18,Yes,No,No,Yes,Yes,No,Female,0,Yes,Yes,Yes,0,combo_optic,1553,4,9,1.0,4
Two year,No,Credit card (automatic),25.15,1473.29,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0,phone,1767,2,14,0.99,1
Month-to-month,Yes,Credit card (automatic),85.05,1020.6,No,Yes,No,No,No,Yes,Male,0,Yes,No,No,0,combo_optic,365,12,0,0.0,2
One year,No,Mailed check,20.25,185.9,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,phone,276,0,3,2.02,0
Month-to-month,No,Electronic check,45.55,91.1,No,No,No,No,No,No,Female,0,No,No,No,0,combo_dsl,62,2,0,0.0,0
One year,No,Mailed check,24.95,1147.7,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0,phone,1401,3,2,0.0,1
Month-to-month,No,Electronic check,19.25,192.5,No,No,No,No,No,No,Male,0,No,No,No,0,phone,306,10,0,0.0,0
One year,Yes,Mailed check,43.45,354.55,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,combo_dsl,245,0,4,2.0,0
Month-to-month,Yes,Credit card (automatic),74.75,1196.0,No,No,No,No,No,No,Female,0,No,No,Yes,0,combo_optic,488,16,0,0.0,1
One year,No,Credit card (automatic),59.45,3269.75,Yes,No,No,No,No,Yes,Male,0,Yes,Yes,No,0,combo_dsl,1676,4,5,0.0,2
Month-to-month,Yes,Bank transfer (automatic),80.05,880.55,No,Yes,No,No,No,No,Female,0,No,No,Yes,0,combo_optic,337,11,0,0.0,2
Month-to-month,No,Electronic check,72.65,1412.32,No,No,No,No,No,No,Female,0,No,No,Yes,0,combo_optic,549,18,0,8.0,1
Month-to-month,Yes,Electronic check,85.2,596.4,No,No,No,No,Yes,No,Female,0,No,No,Yes,1,combo_optic,214,7,0,0.0,2
One year,No,Credit card (automatic),57.95,3164.07,Yes,No,Yes,Yes,No,No,Female,0,No,No,No,0,combo_dsl,1584,4,8,5.0,3
Month-to-month,Yes,Electronic check,69.65,151.84,No,No,No,No,No,No,Female,0,No,Yes,No,0,combo_optic,62,2,0,9.0,0
Month-to-month,Yes,Electronic check,102.95,4426.85,No,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,1,combo_optic,1310,43,0,0.0,5
Month-to-month,Yes,Electronic check,101.35,6597.89,No,No,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,0,combo_optic,1888,62,0,5.0,4
Month-to-month,No,Credit card (automatic),90.05,4502.5,No,Yes,No,No,No,Yes,Male,1,Yes,No,Yes,1,combo_optic,1522,50,0,0.0,3
Month-to-month,No,Mailed check,19.75,79.0,No,No,No,No,No,No,Male,0,No,No,No,0,phone,123,4,0,0.0,0
Month-to-month,No,Electronic check,91.85,1745.15,Yes,No,No,Yes,Yes,No,Female,0,Yes,Yes,No,0,combo_optic,580,19,0,0.0,3
Month-to-month,Yes,Electronic check,82.65,1157.1,No,Yes,Yes,No,No,No,Male,0,Yes,No,Yes,0,combo_optic,427,14,0,0.0,3
One year,No,Bank transfer (automatic),68.7,2198.4,Yes,No,No,Yes,No,Yes,Female,0,No,No,Yes,1,combo_dsl,976,2,4,0.0,4
One year,Yes,Mailed check,58.9,2989.76,Yes,Yes,No,Yes,No,No,Female,0,No,No,No,0,combo_dsl,1432,3,1,8.0,3
Two year,Yes,Bank transfer (automatic),24.65,418.06,No,No,No,No,No,No,Female,0,Yes,No,Yes,1,phone,487,0,8,6.0,1
Month-to-month,Yes,Bank transfer (automatic),107.35,858.8,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,1,combo_optic,243,8,0,0.0,5
Month-to-month,No,Electronic check,96.55,482.75,No,Yes,Yes,No,No,Yes,Male,0,No,No,Yes,0,combo_optic,153,5,0,0.0,4
Month-to-month,Yes,Electronic check,44.05,660.75,No,No,No,No,No,No,Female,0,Yes,No,No,0,combo_dsl,457,15,0,0.0,0
One year,Yes,Bank transfer (automatic),109.1,4920.41,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0,combo_optic,1248,3,7,10.0,6
Two year,Yes,Credit card (automatic),63.25,3289.0,Yes,Yes,No,No,Yes,No,Male,0,No,No,No,0,combo_dsl,1584,2,20,0.0,3
Month-to-month,No,Mailed check,20.4,187.27,No,No,No,No,No,No,Male,0,No,No,No,0,phone,276,9,0,2.01,0
Month-to-month,Yes,Electronic check,43.75,417.38,No,No,No,No,No,No,Female,0,No,No,No,0,combo_dsl,276,9,0,6.01,0
Month-to-month,Yes,Bank transfer (automatic),80.25,1074.55,No,No,No,No,No,Yes,Female,0,No,No,No,0,combo_optic,396,13,0,3.0,1
Two year,No,Bank transfer (automatic),19.35,232.2,No,No,No,No,No,No,Male,0,No,Yes,No,0,phone,365,0,0,0.0,0
One year,Yes,Credit card (automatic),55.15,1323.6,No,Yes,No,Yes,No,No,Male,0,No,No,No,0,combo_dsl,730,2,0,0.0,2
One year,Yes,Electronic check,68.75,3575.0,No,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,No,0,combo_dsl,1584,4,8,0.0,4
Month-to-month,No,Electronic check,56.15,2526.75,No,No,No,No,Yes,No,Female,0,Yes,Yes,No,0,combo_dsl,1371,45,0,0.0,1
Month-to-month,No,Electronic check,49.15,638.95,No,No,Yes,No,Yes,Yes,Female,0,No,No,No,0,internet_dsl,396,13,0,0.0,3
Month-to-month,Yes,Electronic check,75.8,303.2,No,No,No,No,No,No,Female,0,No,No,Yes,0,combo_optic,123,4,0,0.0,1
Month-to-month,Yes,Electronic check,91.55,1611.28,No,No,Yes,Yes,No,Yes,Male,1,Yes,No,No,0,combo_optic,488,16,0,9.99,3
One year,No,Credit card (automatic),24.7,1178.19,No,No,No,No,No,No,Male,1,Yes,No,Yes,0,phone,1371,3,3,5.99,1
Month-to-month,Yes,Electronic check,73.75,398.25,No,No,Yes,No,No,No,Female,0,Yes,Yes,No,0,combo_optic,153,5,0,8.0,1
Month-to-month,Yes,Electronic check,79.1,341.71,Yes,Yes,No,No,No,No,Female,0,No,No,No,0,combo_optic,123,4,0,8.0,2
Month-to-month,Yes,Electronic check,105.3,737.1,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,0,combo_optic,215,7,0,0.0,5
Month-to-month,Yes,Mailed check,19.6,64.09,No,No,No,No,No,No,Female,0,No,No,No,0,phone,92,3,0,8.98,0
Two year,No,Bank transfer (automatic),24.25,1697.5,No,No,No,No,No,No,Male,0,Yes,No,Yes,0,phone,2132,2,2,0.0,1
Month-to-month,No,Credit card (automatic),29.7,122.36,Yes,No,No,No,No,No,Female,0,Yes,Yes,No,0,internet_dsl,123,4,0,3.0,1
One year,No,Electronic check,24.9,575.19,No,No,No,No,No,No,Male,0,No,No,Yes,1,phone,669,1,2,5.02,1
Month-to-month,Yes,Electronic check,101.25,2632.5,No,Yes,No,No,Yes,Yes,Male,1,No,No,Yes,0,combo_optic,792,26,0,0.0,4
Month-to-month,Yes,Electronic check,98.5,2637.83,No,Yes,Yes,No,Yes,Yes,Female,1,Yes,No,No,0,combo_optic,792,26,0,3.01,4
One year,Yes,Electronic check,53.6,1059.14,Yes,Yes,Yes,Yes,Yes,No,Female,0,No,No,No,1,internet_dsl,578,1,5,3.99,5
Month-to-month,Yes,Electronic check,69.85,279.4,No,No,No,No,No,No,Male,0,No,No,No,0,combo_optic,123,4,0,0.0,0
One year,Yes,Electronic check,90.4,2778.9,No,No,No,No,Yes,Yes,Male,0,Yes,Yes,No,0,combo_optic,883,2,7,6.0,2
Month-to-month,No,Bank transfer (automatic),44.65,375.06,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,combo_dsl,245,8,0,4.99,0
Two year,No,Mailed check,19.9,585.66,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,phone,822,1,21,8.99,0
One year,No,Electronic check,50.05,3003.0,Yes,Yes,Yes,No,No,Yes,Female,0,Yes,No,No,0,internet_dsl,1826,5,0,0.0,4
Month-to-month,Yes,Electronic check,81.45,1661.58,No,No,No,No,No,Yes,Female,1,No,No,No,0,combo_optic,610,20,0,2.0,1
One year,Yes,Bank transfer (automatic),104.75,733.25,No,Yes,Yes,No,Yes,Yes,Female,1,No,No,Yes,1,combo_optic,214,0,5,0.0,5
Month-to-month,Yes,Electronic check,81.1,243.3,No,No,No,No,No,Yes,Female,0,No,No,No,0,combo_optic,92,3,0,0.0,1
Two year,No,Credit card (automatic),66.5,2793.0,No,No,Yes,Yes,No,Yes,Female,0,No,No,No,0,combo_dsl,1279,1,6,0.0,3
One year,No,Bank transfer (automatic),20.1,321.6,No,No,No,No,No,No,Female,0,No,No,No,0,phone,488,1,8,0.0,0
Two year,Yes,Credit card (automatic),110.8,7202.0,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0,combo_optic,1979,2,7,0.0,6
One year,Yes,Bank transfer (automatic),91.0,1820.0,No,No,No,No,Yes,Yes,Female,1,Yes,No,No,0,combo_optic,610,1,4,0.0,2
Two year,Yes,Electronic check,88.95,2935.35,Yes,No,No,Yes,Yes,No,Male,0,No,No,No,0,combo_optic,1006,1,15,0.0,3
Month-to-month,Yes,Bank transfer (automatic),20.45,467.9,No,No,No,No,No,No,Male,0,Yes,No,No,0,phone,671,22,0,4.01,0
Month-to-month,Yes,Electronic check,30.45,307.55,Yes,No,No,No,No,No,Male,0,No,No,No,0,internet_dsl,306,10,0,1.02,1
Two year,No,Credit card (automatic),20.4,897.6,No,No,No,No,No,No,Male,0,No,No,No,0,phone,1340,1,4,0.0,0
Two year,Yes,Bank transfer (automatic),26.25,1890.0,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0,phone,2191,3,0,0.0,1
Month-to-month,Yes,Electronic check,93.85,1032.35,No,No,No,No,Yes,Yes,Male,0,No,No,Yes,0,combo_optic,337,11,0,0.0,3
One year,Yes,Credit card (automatic),78.65,4091.37,No,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,0,combo_dsl,1553,4,9,2.0,5
Two year,No,Credit card (automatic),110.25,7362.5,Yes,No,Yes,Yes,Yes,Yes,Female,1,No,No,Yes,1,combo_optic,1918,2,9,6.0,6
Month-to-month,Yes,Electronic check,39.3,1659.64,No,Yes,No,No,Yes,No,Male,0,No,No,No,1,internet_dsl,1247,41,0,3.0,2
One year,Yes,Electronic check,85.15,2809.95,No,No,Yes,No,Yes,No,Male,0,No,Yes,No,1,combo_optic,1003,2,3,0.0,2
Month-to-month,No,Electronic check,70.4,362.56,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,combo_optic,153,5,0,3.0,0
Month-to-month,Yes,Electronic check,79.4,1349.8,No,No,No,No,No,Yes,Male,1,No,No,No,0,combo_optic,518,17,0,0.0,1
One year,No,Mailed check,19.95,456.46,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,671,1,2,4.01,0
One year,No,Credit card (automatic),62.85,3430.98,Yes,Yes,No,Yes,No,No,Male,0,No,Yes,No,0,combo_dsl,1614,4,7,3.01,3
Month-to-month,Yes,Mailed check,88.4,795.6,No,No,No,No,Yes,Yes,Female,0,No,No,No,0,combo_optic,276,9,0,0.0,2
Month-to-month,Yes,Mailed check,20.35,22.18,No,No,No,No,No,No,Female,0,No,No,No,0,phone,31,1,0,8.99,0
Two year,No,Mailed check,18.95,606.4,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,975,1,16,0.0,0
Month-to-month,No,Mailed check,88.85,3020.9,No,Yes,No,No,No,Yes,Male,0,Yes,No,Yes,0,combo_optic,1036,34,0,0.0,3
One year,Yes,Electronic check,61.0,2772.45,No,Yes,Yes,Yes,No,No,Male,0,No,Yes,No,1,combo_dsl,1369,3,3,1.0,3
Month-to-month,Yes,Electronic check,80.5,724.5,No,No,No,Yes,No,No,Female,0,Yes,Yes,Yes,0,combo_optic,276,9,0,0.0,2
One year,No,Bank transfer (automatic),19.95,1249.27,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,1888,5,10,1.0,0
Month-to-month,No,Electronic check,55.95,830.3,No,No,No,No,No,Yes,Female,0,Yes,Yes,No,0,combo_dsl,427,14,0,6.01,1
Two year,No,Mailed check,19.3,579.0,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,phone,914,1,18,0.0,0
One year,No,Mailed check,19.5,1115.4,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,1676,4,5,4.0,0
One year,Yes,Bank transfer (automatic),70.35,1231.83,Yes,No,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,0,combo_dsl,518,1,7,3.0,4
Month-to-month,No,Bank transfer (automatic),81.25,625.62,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,No,0,combo_dsl,215,7,0,9.99,5
Month-to-month,Yes,Credit card (automatic),95.95,1727.1,No,No,Yes,No,Yes,Yes,Female,0,Yes,No,No,0,combo_optic,549,18,0,0.0,3
Month-to-month,No,Mailed check,45.5,273.0,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,combo_dsl,184,6,0,0.0,0
Two year,Yes,Bank transfer (automatic),73.9,3916.7,No,Yes,Yes,Yes,No,Yes,Male,0,No,No,Yes,0,combo_dsl,1614,2,19,0.0,5
Month-to-month,Yes,Bank transfer (automatic),73.85,1403.15,No,No,No,No,No,No,Male,0,Yes,No,Yes,1,combo_optic,579,19,0,0.0,1
Two year,No,Mailed check,24.45,311.0,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,1,phone,365,0,0,6.01,1
One year,No,Bank transfer (automatic),97.0,3666.6,Yes,Yes,Yes,No,No,Yes,Female,1,Yes,No,No,1,combo_optic,1066,2,1,8.0,4
One year,Yes,Mailed check,40.2,723.6,Yes,Yes,No,Yes,No,No,Female,0,No,No,No,0,internet_dsl,549,1,6,0.0,3
Two year,Yes,Credit card (automatic),74.8,5550.16,Yes,No,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,0,combo_dsl,2132,2,2,6.0,5
Two year,No,Bank transfer (automatic),23.95,1652.55,No,No,No,No,No,No,Male,0,No,No,Yes,0,phone,2102,2,3,0.0,1
Month-to-month,Yes,Credit card (automatic),96.35,3854.0,No,Yes,Yes,No,Yes,No,Female,0,Yes,Yes,Yes,0,combo_optic,1218,40,0,0.0,4
Month-to-month,Yes,Electronic check,102.8,2364.4,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0,combo_optic,702,23,0,0.0,5
Month-to-month,Yes,Electronic check,95.15,2093.3,Yes,Yes,No,No,No,Yes,Female,0,No,No,Yes,0,combo_optic,671,22,0,0.0,4
Month-to-month,Yes,Mailed check,87.9,1582.2,Yes,No,Yes,No,Yes,No,Male,0,Yes,Yes,No,0,combo_optic,549,18,0,0.0,3
Month-to-month,Yes,Mailed check,20.05,20.05,No,No,No,No,No,No,Male,0,No,No,No,0,phone,31,1,0,0.0,0
Month-to-month,No,Bank transfer (automatic),62.05,390.91,No,No,No,No,No,Yes,Male,0,No,No,Yes,0,combo_dsl,184,6,0,5.0,2
Two year,No,Bank transfer (automatic),59.55,1965.15,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,No,0,internet_dsl,1006,1,15,0.0,5
Month-to-month,Yes,Mailed check,19.3,57.9,No,No,No,No,No,No,Male,0,No,No,No,0,phone,92,3,0,0.0,0
One year,Yes,Credit card (automatic),74.85,4491.0,Yes,Yes,Yes,Yes,No,Yes,Female,1,Yes,Yes,No,0,combo_dsl,1826,5,0,0.0,5
Two year,Yes,Credit card (automatic),109.75,8218.08,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0,combo_optic,2191,3,0,4.0,6
Month-to-month,Yes,Mailed check,45.0,247.5,No,No,No,No,No,No,Male,0,No,No,No,0,combo_dsl,153,5,0,10.0,0
Two year,Yes,Credit card (automatic),79.85,5030.55,Yes,Yes,Yes,Yes,Yes,No,Female,0,No,No,Yes,0,combo_dsl,1918,2,9,0.0,6
Month-to-month,Yes,Electronic check,67.25,887.7,Yes,Yes,No,Yes,No,No,Male,0,No,No,Yes,0,combo_dsl,365,12,0,10.01,4
Month-to-month,No,Electronic check,87.6,2878.54,Yes,No,Yes,Yes,No,No,Female,0,No,No,No,0,combo_optic,945,31,0,6.0,3
Two year,No,Credit card (automatic),89.9,1618.2,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,1,combo_dsl,549,0,6,0.0,7
One year,Yes,Bank transfer (automatic),101.9,5145.95,Yes,Yes,Yes,No,Yes,No,Male,1,Yes,No,Yes,0,combo_optic,1523,4,10,1.0,5
Two year,No,Bank transfer (automatic),46.2,2594.59,Yes,Yes,No,No,No,Yes,Male,0,No,No,No,0,internet_dsl,1645,2,18,4.0,3
Month-to-month,Yes,Electronic check,52.2,208.8,No,No,No,Yes,No,No,Female,0,No,No,No,0,combo_dsl,123,4,0,0.0,1
Month-to-month,Yes,Electronic check,55.6,611.6,Yes,No,No,No,No,No,Female,1,No,No,Yes,0,combo_dsl,337,11,0,0.0,2
One year,Yes,Electronic check,70.95,3184.24,No,Yes,Yes,Yes,Yes,No,Male,0,Yes,No,No,0,combo_dsl,1340,3,4,2.0,4
Two year,Yes,Bank transfer (automatic),107.6,6671.2,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0,combo_optic,1888,2,10,0.0,5
One year,Yes,Electronic check,86.9,4953.3,No,No,No,No,Yes,No,Male,0,No,No,Yes,0,combo_optic,1737,4,3,0.0,2
One year,No,Bank transfer (automatic),19.8,356.4,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,549,1,6,0.0,0
Two year,Yes,Bank transfer (automatic),98.7,5808.49,No,Yes,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,1,combo_optic,1675,2,17,7.0,5
Month-to-month,Yes,Credit card (automatic),99.85,2180.72,No,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,0,combo_optic,641,21,0,4.0,4
Month-to-month,Yes,Electronic check,45.05,946.05,No,No,No,No,No,No,Male,1,No,No,No,0,combo_dsl,641,21,0,0.0,0
Month-to-month,Yes,Electronic check,95.55,4093.36,No,Yes,Yes,No,Yes,No,Female,1,Yes,No,Yes,0,combo_optic,1279,42,0,2.0,4
One year,No,Electronic check,79.2,1829.52,No,No,Yes,Yes,No,No,Female,0,Yes,No,No,0,combo_optic,641,1,3,10.0,2
Month-to-month,No,Electronic check,19.55,63.93,No,No,No,No,No,No,Female,0,No,No,No,0,phone,92,3,0,9.0,0
Month-to-month,No,Mailed check,19.95,162.79,No,No,No,No,No,No,Female,0,No,Yes,No,0,phone,245,8,0,2.01,0
Month-to-month,No,Electronic check,57.45,1167.96,No,No,Yes,No,No,Yes,Male,0,Yes,Yes,No,0,combo_dsl,580,19,0,7.0,2
Month-to-month,Yes,Electronic check,88.55,265.65,No,No,Yes,No,No,Yes,Female,1,No,No,Yes,0,combo_optic,92,3,0,0.0,3
One year,No,Mailed check,20.2,42.82,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,62,0,10,5.99,0
Two year,No,Credit card (automatic),19.6,999.6,No,No,No,No,No,No,Female,1,No,No,No,0,phone,1553,2,21,0.0,0
One year,Yes,Bank transfer (automatic),75.9,1593.9,Yes,No,No,No,Yes,Yes,Male,0,Yes,Yes,Yes,0,combo_dsl,641,1,3,0.0,4
Month-to-month,Yes,Bank transfer (automatic),54.55,3000.25,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,No,1,internet_dsl,1675,55,0,0.0,4
Two year,No,Credit card (automatic),89.75,6596.62,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0,combo_dsl,2132,2,2,5.0,7
Month-to-month,Yes,Electronic check,55.25,903.34,No,No,Yes,Yes,No,No,Male,0,No,No,No,1,combo_dsl,457,15,0,9.0,2
One year,Yes,Bank transfer (automatic),49.35,3306.45,Yes,No,Yes,Yes,Yes,No,Male,0,No,No,No,0,internet_dsl,2041,5,5,0.0,4
Month-to-month,Yes,Electronic check,70.1,280.4,No,No,No,No,No,No,Female,0,No,No,No,0,combo_optic,123,4,0,0.0,0
Two year,No,Mailed check,19.6,436.3,No,No,No,No,No,No,Male,0,No,No,No,0,phone,641,0,3,6.02,0
Month-to-month,Yes,Electronic check,69.25,224.37,No,No,No,No,No,No,Female,0,Yes,No,No,1,combo_optic,92,3,0,8.0,0
Month-to-month,Yes,Credit card (automatic),84.8,1212.64,No,No,No,No,No,Yes,Female,1,No,No,Yes,0,combo_optic,396,13,0,10.0,2
Month-to-month,No,Electronic check,45.2,45.2,No,No,No,No,No,No,Male,1,No,No,No,0,combo_dsl,31,1,0,0.0,0
Two year,No,Credit card (automatic),25.85,1861.2,No,No,No,No,No,No,Male,0,Yes,No,Yes,0,phone,2191,3,0,0.0,1
